clase,precision,recall,threshold,average_precision
Insatisfecho,0.9856521038207319,0.7732389022385229,0.77,0.9834567096227447
Insatisfecho,0.986106570774763,0.7629948147211332,0.78,0.9834567096227447
Insatisfecho,0.9871965414033921,0.7508536739597824,0.79,0.9834567096227447
Insatisfecho,0.9883662114314619,0.7413684077399773,0.8,0.9834567096227447
Insatisfecho,0.9892030848329049,0.7299860882762109,0.81,0.9834567096227447
Insatisfecho,0.9898972304476572,0.7187302390287087,0.82,0.9834567096227447
Insatisfecho,0.9907785068274517,0.706589098267358,0.83,0.9834567096227447
Insatisfecho,0.9911807055435565,0.6964714809662325,0.84,0.9834567096227447
Insatisfecho,0.991398243045388,0.6850891615024661,0.85,0.9834567096227447
Insatisfecho,0.9917757009345795,0.6710509674971544,0.86,0.9834567096227447
Insatisfecho,0.9923649551441115,0.6575186543568989,0.87,0.9834567096227447
Insatisfecho,0.9925737736955247,0.6423422284052106,0.88,0.9834567096227447
Insatisfecho,0.993176801123821,0.6259011002908815,0.89,0.9834567096227447
Insatisfecho,0.9935857645354852,0.6073099785000632,0.9,0.9834567096227447
Insatisfecho,0.9938139931740614,0.5892247375743013,0.91,0.9834567096227447
Insatisfecho,0.9942324755989352,0.5668395092955609,0.92,0.9834567096227447
Insatisfecho,0.994901506373117,0.5429366384216517,0.93,0.9834567096227447
Insatisfecho,0.9963396778916545,0.5163778930061971,0.94,0.9834567096227447
Insatisfecho,0.9968911917098445,0.4866573921841406,0.95,0.9834567096227447
Insatisfecho,0.9972027972027973,0.4508663209814089,0.96,0.9834567096227447
Insatisfecho,0.9971988795518207,0.40521057291007967,0.97,0.9834567096227447
Insatisfecho,0.9974610083424011,0.34779309472619196,0.98,0.9834567096227447
Insatisfecho,0.9981710105166895,0.2760844821044644,0.99,0.9834567096227447
Insatisfecho,1.0,0.16656127481977995,1.0,0.9834567096227447
Neutral,0.26112565445026176,1.0,0.0,0.9605521908783283
Neutral,0.3977479326725705,0.9998525726079905,0.01,0.9605521908783283
Neutral,0.45104429958760145,0.9997051452159811,0.02,0.9605521908783283
Neutral,0.4859518348623853,0.9995577178239717,0.03,0.9605521908783283
Neutral,0.5134070595364338,0.9992628630399528,0.04,0.9605521908783283
Neutral,0.5359797564447256,0.9992628630399528,0.05,0.9605521908783283
Neutral,0.5552096985583224,0.9992628630399528,0.06,0.9605521908783283
Neutral,0.5741164505466565,0.9986731534719151,0.07,0.9605521908783283
Neutral,0.5903740517917866,0.9982308712958867,0.08,0.9605521908783283
Neutral,0.6052020021451555,0.9982308712958867,0.09,0.9605521908783283
Neutral,0.6181170669345265,0.9979360165118679,0.1,0.9605521908783283
